STATUS,CATEGORY1,CATEGORY2,CATEGORY3,MEASURE1,MEASURE2,MEASURE3,MEASURE4,MEASURE5,MEASURE6,MEASURE7,MEASURE8,MEASURE9,MEASURE10,MEASURE11,MEASURE12,MEASURE13,MEASURE14,MEASURE15,MEASURE16,MEASURE17
non-failed,PE,no,no,1291,3223602,3360,19503,123579,28713,36707,52129,91734,209006,273162,481360,521751,472997,956956,298958,27
non-failed,PE,no,no,3163,562884,7092,12562,73391,24511,28918,46473,74481,297962,169450,168090,232014,271765,861670,403310,19
non-failed,PE,no,no,1839,945081,3272,6413,40495,19326,19740,27422,41568,123366,128480,241539,331220,463971,936347,263803,85
non-failed,PE,no,no,769,975999,2549,2877,21680,10326,16567,31708,62565,413632,348425,387757,336693,208002,298747,117836,19
non-failed,PE,no,no,1643,1332032,3848,6758,52757,29719,39264,61008,123861,818284,243037,234607,329361,472807,1828278,1038527,11
non-failed,PE,no,no,1965,1471321,4091,3325,70624,21811,32388,50160,77580,137094,144522,251834,371252,499378,1156701,408213,22
non-failed,PE,no,no,1527,582923,2102,2161,52973,15427,17947,25732,46344,790358,261936,90219,75517,102005,544643,316625,0
non-failed,PE,no,no,2593,7465708,9773,5980,298217,70167,91234,181551,395150,1093637,529043,607709,964795,1082641,1780290,702229,3
non-failed,PE,no,no,395,247309,6639,3796,26202,8916,11152,12992,15604,55221,25557,15969,27765,28538,58244,11400,1
non-failed,PE,no,no,1121,7679899,10114,9667,88884,84813,191163,453211,575250,2412984,955641,1195026,1042041,801160,2152971,1255029,8
non-failed,PE,no,no,1135,775734,4256,4676,37929,12633,14153,17542,25402,53937,80899,191036,261652,266762,649906,427221,6
non-failed,PE,no,no,469,188119,1598,1662,18217,8070,16626,27069,29857,139918,56920,39435,51469,37918,192904,391797,0
non-failed,PE,no,no,2436,2837225,8781,10074,280063,83685,109060,186813,299055,608778,588380,774154,824756,737842,1167862,182584,16
non-failed,PE,no,no,1404,785236,4392,4327,49744,15537,23000,60711,88837,339952,207862,274997,398254,566143,1332358,638179,11
non-failed,PE,no,no,1931,2302636,7188,9581,108852,45348,75541,137378,254949,1304149,780716,901334,853694,537652,622021,127718,21
non-failed,PE,no,no,382,137363,329,496,13218,7222,18281,37274,46135,158449,70455,29706,37752,27623,84512,50609,0
non-failed,PE,no,no,1228,1387639,3370,3347,56715,35053,61932,122239,209587,429260,369381,402272,446845,319390,597165,234129,13
non-failed,PE,no,no,244,341586,831,1069,6895,3214,4145,6955,23237,786526,123604,20130,24206,30364,134458,115119,1
non-failed,PE,no,no,2344,1677397,4599,7111,120763,43933,42243,66659,108166,521968,231131,235791,556331,685456,1751436,1051471,0
non-failed,PE,no,no,4329,731719,9845,14230,215336,59323,67037,78788,105448,224053,263820,411772,562718,694765,1517005,392442,41
non-failed,PE,no,no,2600,953909,33910,37881,82361,55025,66354,98914,115983,263384,171035,202437,256050,280100,624371,352597,2
non-failed,PE,no,no,698,2236322,9722,3032,34753,11495,23556,42185,65151,207059,108924,131399,186164,292787,1301424,711844,94
non-failed,PE,no,no,1126,910229,3501,3803,60283,26575,63873,195842,471140,1004145,206061,85990,117605,116278,191508,110412,0
non-failed,PE,no,no,1699,5302970,9757,9170,101939,38072,45645,56611,104440,1035332,520755,799005,1529278,552434,1169728,1350888,213
non-failed,PE,no,no,1015,1027058,2804,4775,43075,13067,20823,46170,92893,320160,214887,243135,235374,226693,588596,285304,24
non-failed,PE,no,no,1713,1481994,4525,3905,57200,18848,24148,34073,52092,361221,232151,504229,497002,513706,1670495,534072,26
non-failed,PE,no,no,401,143595,860,1147,9177,5886,13784,29397,66621,323601,192794,78383,69892,40312,61296,30818,0
non-failed,PE,no,no,1689,2475728,4261,9804,124266,37472,48186,68635,100192,318530,381402,458927,540823,348818,447013,70246,9
non-failed,PE,no,no,665,309318,2958,2794,36956,20625,7848,6865,6552,9601,14369,90415,214711,197523,725307,304841,23
non-failed,PE,no,no,297,216617,3907,3269,58031,21569,25391,41665,37759,61462,33208,32534,35914,33458,69867,72894,0
non-failed,NA,no,no,2557,1090839,5092,5613,50510,51583,95388,195655,344842,817576,676285,768570,809636,652422,1196071,334976,22
non-failed,PE,no,no,387,226471,969,718,12880,5383,10786,17415,25564,48947,39509,55460,97900,97478,384002,95158,0
non-failed,PE,no,no,485,422815,1046,1683,23367,6935,8229,12599,17106,61155,58654,106390,146464,167497,392268,103431,3
non-failed,PE,no,no,650,526905,1916,9536,23281,17483,26627,49502,91000,585509,473558,353459,270239,145860,165779,46072,15
non-failed,PE,no,no,543,946054,2147,2020,52542,21884,30317,39258,62801,107221,137697,187611,214220,233769,546099,136801,4
non-failed,PE,no,no,639,699366,3128,9230,48802,39557,64565,118549,190550,589984,227590,185267,160632,111213,280245,74940,4
non-failed,PE,no,no,411,159558,1281,884,15409,4406,4670,5822,8205,40458,25765,85016,217838,238363,714417,155033,2
non-failed,PE,no,no,264,137535,2728,5464,6699,10728,36308,71925,84009,201607,109648,83307,119607,39955,81571,25011,0
non-failed,PE,no,no,536,704603,2005,2694,31813,11420,17985,30665,44557,321071,165743,179502,157203,119532,273963,105771,2
non-failed,PE,no,no,261,268727,838,716,10167,5618,6615,13897,31027,421666,128376,85915,58373,16856,2191,127,0
non-failed,PE,no,no,534,438835,2613,1771,37960,9880,11689,16472,24256,49319,65580,121088,158346,189167,527561,155855,3
non-failed,PE,no,no,45,48921,65,71,2447,940,1058,990,1118,15118,5837,5625,6321,2383,2687,547,1
non-failed,PE,no,no,99,52161,76,376,17129,1039,1145,682,739,1298,2935,7010,11692,17477,30734,8082,0
non-failed,PE,no,no,338,466983,1581,1026,166002,14521,9885,11777,12970,20070,30659,68374,112462,161513,575943,257650,0
non-failed,PE,no,no,674,307080,1866,2951,19697,12128,19221,29479,40658,103099,89154,134919,164910,174802,368877,61259,21
non-failed,NA,no,no,1549,1262343,16292,18540,46037,26841,34587,50009,72343,313711,181879,210810,290870,391814,1027904,2192483,11
non-failed,PE,no,no,800,658139,1070,2096,68382,55446,133142,172376,187343,372900,154990,118089,127700,59315,113346,181353,0
non-failed,PE,no,no,1489,2799817,4726,4260,79745,33609,72327,158709,221185,505437,448509,528058,606881,543630,1119740,452307,23
non-failed,PE,no,no,1138,664242,2836,4384,78486,29956,38875,60420,89987,365158,248537,190836,230527,234137,497512,236341,1
non-failed,PE,no,no,3637,4175018,8504,17544,263704,89112,117443,192408,299406,779846,555967,694122,713714,702032,1374142,482490,31
non-failed,PE,no,no,2740,3379202,18901,16454,216020,85374,157675,304046,440075,1020963,654447,702233,769095,596784,1183395,725705,22
non-failed,PE,no,no,2914,2108323,13103,10416,159245,47018,62640,106361,185997,827671,671141,877282,882940,804140,2077570,673339,142
non-failed,PE,no,no,1177,1554136,10682,26957,130331,23716,27047,40833,59780,217407,117318,121266,205646,277608,838959,537603,3
non-failed,PE,no,no,2675,2320035,11641,10869,118735,42394,45329,67959,137074,967455,446901,725523,1279172,1325597,4347549,1303902,160
non-failed,PE,no,no,778,228881,1208,978,13919,6424,7325,9554,15539,33171,58265,122881,125741,163453,444045,120030,26
non-failed,PE,no,no,492,251525,2169,2363,16796,10655,15675,27666,67172,283801,60094,20560,23743,35292,93444,18387,0
non-failed,PE,no,no,850,261031,844,702,46892,23044,32025,53115,79562,467378,218265,103369,124094,86856,242787,81090,0
non-failed,PE,no,no,2000,1524201,3604,4838,199422,55116,80323,152847,304608,1283248,622529,581075,591785,414043,968665,288103,42
non-failed,PE,no,no,960,580670,1246,1166,28881,8211,12126,25617,42723,151973,69984,56861,80648,161431,921508,684155,0
non-failed,PE,no,no,597,323373,3512,7311,18435,5240,6046,9769,11631,61655,39206,42361,76692,135322,415562,188672,0
non-failed,PE,no,no,2380,2059331,5429,8785,124549,62209,60675,90564,138817,318368,266640,363063,457514,467756,1173667,522738,9
non-failed,PE,no,no,2334,2135553,7057,5950,110939,68390,93583,147313,210950,1091076,453391,460840,624460,642773,2008858,523309,13
non-failed,PE,no,no,2397,953173,4517,4306,61110,35038,58318,122481,249036,975780,570650,449775,473066,411947,805667,318679,4
non-failed,PE,no,no,834,942663,2505,2623,66607,24297,27710,48462,100952,296935,207018,249328,279299,263936,569822,200124,13
non-failed,PE,no,no,738,837958,4868,1821,41476,19936,34210,44333,49182,198161,102187,148741,202371,175955,671547,357461,6
non-failed,PE,no,no,1385,3532309,6707,21560,96095,50515,77690,130165,191504,922147,721724,686669,671395,461934,897818,644989,31
non-failed,PE,no,no,1440,1264420,7617,2936,39625,27039,53043,86763,122820,222022,182358,218663,239891,203650,402771,147182,5
non-failed,PE,no,no,1222,1746173,7558,7444,93343,71255,125543,189947,260511,475660,400914,434607,448474,327930,659035,173142,4
non-failed,PE,no,no,1830,1054441,2127,1925,27236,13892,24810,53533,93188,300654,187029,165042,203845,213214,695445,277811,45
non-failed,PE,no,no,1400,1434504,7064,6474,97780,39893,51684,72650,99688,318174,274518,604277,729468,793961,2604389,902250,117
non-failed,PE,no,no,633,569300,2894,3508,43519,26751,44507,88573,160753,270855,244636,340772,477895,300851,355824,166799,225
non-failed,PE,no,no,1236,836838,1629,5366,115176,34433,33961,49003,76199,340779,231752,207440,205598,244629,879465,322738,29
non-failed,PE,no,no,1817,852002,1154,1689,35903,9578,10533,14776,26492,132750,92426,143350,345517,438866,2116868,1441173,5
non-failed,PE,no,no,661,706574,3384,5115,37342,16247,24789,37407,55678,98474,106942,171932,184801,193391,440497,92837,1
non-failed,NA,no,no,1206,980644,3990,4385,87542,19018,19017,23257,33497,57468,138815,336040,439027,466631,983951,278882,23
non-failed,PE,no,no,489,1150626,2003,1792,37023,21894,27410,38141,51538,187631,109049,141433,184178,183788,690355,276426,3
non-failed,PE,no,no,783,409775,2166,2272,26704,7695,8095,9456,14052,52799,40551,93738,155155,178272,592394,167067,1
non-failed,PE,no,no,840,461260,2511,2477,30737,14961,14733,16211,20867,32744,55543,103990,156803,215093,820788,164259,12
non-failed,PE,no,no,627,748052,1785,1862,17339,9472,11847,18132,31260,245012,134536,188281,228726,205619,415999,117758,14
non-failed,PE,no,no,1647,609185,6054,2747,45382,19507,35906,57599,79077,172095,147535,185335,199184,216491,506924,103825,1
non-failed,PE,no,no,800,733039,2977,3448,44849,17964,21733,31142,45669,180063,139818,206137,260113,197537,551503,84654,11
non-failed,PE,no,no,540,1154680,4822,4788,95580,44252,72086,142442,216682,305914,311718,379231,383341,316957,724670,133003,0
non-failed,PE,no,no,718,1081285,2993,2845,47387,35329,46890,82013,148538,589852,335472,455314,675815,276378,221291,28029,43
non-failed,PE,no,no,400,198444,577,3811,19564,6891,10261,5933,6954,108813,41548,37789,83140,67477,208440,147968,2
non-failed,PE,no,no,1260,107739,511,1848,11828,8728,16816,33104,52341,681122,141708,46170,36918,48354,302644,171178,0
non-failed,PE,no,no,367,257781,5120,870,23952,12184,24525,59857,86319,207327,92106,73143,70537,58167,97887,15076,0
non-failed,PE,no,no,639,467199,1284,6734,18176,8047,7679,7834,10726,49079,26934,39631,127240,142349,456316,170010,3
non-failed,PE,no,no,84,112568,163,237,10689,3352,2992,4552,6750,46719,20818,30631,32349,27410,87122,17923,0
non-failed,PE,no,no,518,229409,749,962,11664,6587,15435,30263,46736,100418,45882,54266,55609,58418,119994,23862,0
non-failed,PE,no,no,152,265143,787,502,4027,1799,3561,5419,5776,59309,45376,64046,373290,106970,152164,46485,6
non-failed,PE,no,no,1756,4167389,16856,12682,177125,99225,219493,380502,498698,748894,775813,1011411,909130,746414,1358206,534185,22
non-failed,PE,no,no,366,881898,1920,4536,56452,19763,27329,51667,115293,326467,215578,212707,212149,192883,374692,124703,2
non-failed,PE,no,no,3556,1430094,9073,8383,115958,94872,211886,389132,505745,856141,317634,358135,432464,435575,1155725,417328,8
non-failed,PE,no,no,263,271005,1239,4300,61271,41430,61841,66272,61877,93531,44420,34997,30704,32110,86653,58333,0
non-failed,PE,no,no,1606,1085727,16884,6991,174450,33559,37528,66743,113213,236192,248781,359579,386799,365739,568016,295073,190
non-failed,PE,no,no,1419,4479155,17898,16775,143958,117574,208541,413104,697352,2838511,1093410,1058814,1483842,1221691,3566180,1866850,43
non-failed,PE,no,no,2451,1052170,8822,19018,78582,46992,83311,134454,186827,565908,373044,409827,421988,331836,610490,296364,27
non-failed,PE,no,no,2316,1515559,7825,7148,99338,44834,113022,271935,440610,1043534,415787,286757,288743,153403,365410,161258,13
non-failed,PE,no,no,2199,2512498,6662,7032,126838,78931,139384,179258,213463,467744,465593,672722,701954,716928,1752986,508689,50
non-failed,PE,no,no,6567,1310001,5334,4927,75302,62024,148866,257336,394966,693234,924330,1272622,1398417,1475605,2186493,676741,12
non-failed,PE,no,no,1525,1105714,2334,2130,54555,21278,26447,34926,56534,386421,185907,232001,358854,361285,953914,304742,50
non-failed,PE,no,no,1129,1505091,5932,6397,57347,38532,75644,130174,172967,369078,249772,250678,255980,224905,398266,145402,8
non-failed,PE,no,no,1152,796329,3460,7150,49073,18770,25708,42813,95532,625053,491388,534025,626931,453618,570751,249019,363
non-failed,PE,no,no,1313,2392853,5870,6699,108654,46369,83739,209261,510169,1937087,640658,339404,484810,234676,288708,91411,2
non-failed,PE,no,no,1654,321635,1817,2870,34722,13928,23770,49440,74170,211053,137063,160097,195600,208460,362860,82381,13
non-failed,PE,no,no,1021,1481787,3031,2690,24544,8654,10245,25805,81497,506078,2046802,1235157,226875,39630,130383,113151,0
non-failed,PE,no,no,1607,594657,2472,3832,43369,16226,30431,54308,63790,233753,157170,210639,224912,200839,542778,233430,4
non-failed,PE,no,no,574,1102028,1435,2074,18820,10193,14045,20131,33416,502614,169122,107408,161763,97434,216286,122327,3
non-failed,PE,no,no,1321,679704,3766,3616,27703,15538,21132,36500,51719,213459,158682,167562,189325,183839,597909,470094,5
non-failed,PE,no,no,3282,2174501,10971,20121,142211,75352,137003,249905,435106,1571622,576701,356453,338913,311060,630517,287852,2
non-failed,PE,no,no,806,172498,1021,1062,14414,8270,20273,54902,107798,384236,128277,87731,153939,195124,637280,305178,0
non-failed,PE,no,no,541,672679,1495,8813,26725,5943,5236,6480,9578,37651,29735,52009,90401,119144,468586,290772,11
non-failed,PE,no,no,1032,1636251,4762,5005,65668,19950,28796,47734,69023,160478,151900,242576,299881,277867,568841,248900,3
non-failed,PE,no,no,1868,768252,9149,5332,125824,41523,66112,104720,137443,334720,329859,400095,381048,296069,516071,171585,18
non-failed,PE,no,no,702,166776,3478,7719,30189,16174,14201,18084,23337,47055,24093,21709,44144,26250,57468,10972,1
non-failed,PE,no,no,1484,1352355,2438,2327,40316,11732,13259,15278,22335,288652,111626,115878,221370,311047,1536001,561833,71
non-failed,PE,no,no,1086,888573,3653,1732,68301,21645,26500,39876,57246,198239,132295,188620,208743,193362,537823,242825,4
non-failed,PE,no,no,2461,928794,8005,8293,55568,47742,102640,165396,238397,670422,357499,373279,426223,393017,851207,362685,17
non-failed,PE,no,no,2370,928575,4365,4307,34276,28154,60279,122626,217175,980903,526889,468386,584092,462428,934765,419016,36
non-failed,PE,no,no,1197,427833,2549,4478,45791,34886,75470,150627,190723,684144,223703,140901,160641,135276,283201,75396,4
non-failed,PE,no,no,345,307771,2382,4213,30261,10024,13511,21063,34781,85362,84856,142395,146194,153296,456864,132511,14
non-failed,PE,no,no,1538,650037,2419,2529,22858,13626,23755,38841,90295,551752,344508,350874,309980,192011,335090,95510,47
non-failed,PE,no,no,1656,1038497,4367,4784,76992,79741,169274,285476,415147,753365,587952,569294,524988,287213,296634,43806,5
non-failed,PE,no,no,1224,1473126,2845,2957,59167,33161,55351,99195,175188,353644,489869,636641,634893,496322,761803,313991,21
non-failed,NA,no,no,870,1737383,6286,6161,62274,33500,48131,80683,157662,513823,144754,104586,181690,243062,1167561,338077,8
non-failed,PE,no,no,726,629564,3365,4684,30435,31909,57713,96323,143458,744415,242776,137610,160183,98760,219167,86694,0
non-failed,PE,no,no,987,1031250,2715,6451,59995,26560,60398,137434,201330,518317,211447,116635,122312,76943,143622,52461,1
non-failed,PE,no,no,644,637596,3687,30533,103143,24894,30125,43153,74157,454763,238397,261440,358763,240592,689441,243524,4
non-failed,PE,no,no,617,1069809,4908,14098,83466,22244,33935,50321,81055,200854,162250,192278,250851,353696,850356,308050,7
non-failed,PE,no,no,627,373891,1796,1677,64808,17357,13720,16460,27296,496674,145332,108308,114548,102867,364045,107446,1
non-failed,PE,no,no,405,216742,14033,14810,7974,5232,8298,9883,33166,401977,87455,57744,108424,49479,103483,53107,2
non-failed,PE,no,no,327,707504,3349,3268,42181,19806,28223,51198,97261,148993,206096,283683,283718,288700,469892,112315,2
non-failed,PE,no,no,41,7914,153,351,972,142,186,970,292,1704,350,262,213,128,597,690,0
non-failed,PE,no,no,108,82197,124,134,22601,2314,2543,3302,5237,11977,12809,23167,33285,42612,117321,23223,0
non-failed,PE,no,no,73,149211,400,228,4076,1063,1077,1047,1617,8427,5238,10357,19306,28071,53400,8144,0
non-failed,PE,no,no,1975,1956065,5621,5642,111935,43974,74970,150874,245350,570207,453074,638203,715760,755985,1677620,573147,144
non-failed,PE,no,no,2090,1878309,4349,7500,71623,24917,45860,100657,223375,2012966,1003494,812110,733698,273782,259414,23884,12
non-failed,PE,no,no,1616,1902750,6950,8073,116135,62926,111874,175769,233772,697878,420218,522395,499226,362443,692697,414530,44
non-failed,PE,no,no,1370,2734045,8840,4895,123215,44713,62891,112767,178235,604542,339069,380662,577460,630891,1650708,700585,44
non-failed,PE,no,no,2438,2683479,14255,41339,106666,53129,50747,69658,103949,394808,314242,545797,1001927,1286847,3072939,1218624,25
non-failed,PE,no,no,1487,4224629,8830,9724,328577,154342,253932,375703,470751,1144080,918123,1098840,1253339,1063116,1685102,736608,67
non-failed,PE,no,no,527,935189,6686,10006,86549,8588,9982,15355,28011,88476,33804,25570,39721,46338,131986,48483,0
non-failed,PE,no,no,1186,1777753,11949,10369,72054,33959,48120,66376,82900,160076,182210,320321,393509,464388,1220944,422433,25
non-failed,PE,no,no,1606,2370337,5930,5627,82636,32325,51775,91241,155761,1043769,447266,228544,285126,417070,1556510,540636,4
non-failed,PE,no,no,2613,3947918,7540,10340,234708,69920,76475,110721,173742,568303,449649,844087,884229,974514,2079738,696032,57
non-failed,PE,no,no,1781,2070080,7243,4302,181668,57911,31439,38330,43989,75549,129428,253462,415201,595912,1141014,403898,53
non-failed,PE,no,no,3278,1154377,7826,5406,42119,19660,21723,36979,72824,339780,202563,230374,295069,334784,970016,589994,11
non-failed,PE,no,no,1422,1837413,5124,4315,86779,34442,36713,52773,85253,232538,266133,436707,567579,649882,1871267,826860,30
non-failed,PE,no,no,1462,254744,7140,4567,34795,14682,18732,28787,57566,212872,142603,145904,194783,221185,469036,153602,8
non-failed,PE,no,no,921,625176,1035,2038,26304,8490,9531,11419,15346,23342,35289,71654,141567,157749,194282,59265,0
non-failed,PE,no,no,2745,1691680,5536,11872,177745,84435,123562,168755,200297,374209,219843,294751,522326,675861,1293893,358036,2
non-failed,PE,no,no,694,309858,647,662,30880,7965,8612,11943,21832,243585,87710,54127,76783,116583,469107,245511,3
non-failed,PE,no,no,845,976573,8488,8628,85809,45121,66736,109173,170279,424633,244707,382528,340589,299920,720777,208622,2
non-failed,PE,no,no,1776,445764,5165,3491,33064,15294,24889,57231,115089,583687,281758,243915,393042,303839,704872,354892,16
non-failed,PE,no,no,697,250336,925,892,9099,3607,4042,5238,8590,24603,35764,59448,115446,213683,745832,308453,0
non-failed,PE,no,no,1765,2827858,11179,10006,148187,75639,105882,160290,224175,1312344,621685,654530,710209,653242,1942540,863895,41
non-failed,PE,no,no,2273,1841902,5944,4105,51253,18196,26212,45460,84088,271831,151005,222812,299924,304024,698420,207923,20
non-failed,PE,no,no,1355,1393564,1970,23338,81503,24037,30103,43175,61110,153742,168585,303874,438801,313871,773347,262445,28
non-failed,PE,no,no,963,706783,6579,16191,62699,12407,21945,18004,44517,165999,92753,111952,159322,161768,456240,139694,1
non-failed,PE,no,no,285,170470,903,6972,27172,13860,11559,9952,11034,26057,11121,6751,6462,6466,19683,1616,0
non-failed,PE,no,no,156,51510,541,1686,2843,630,825,1717,6200,58571,44087,59851,87410,70644,133804,25227,0
non-failed,PE,no,no,511,975580,1000,1183,78961,11275,12462,16080,23796,55597,72476,138613,185841,183562,394031,79383,2
non-failed,PE,no,no,499,131813,3878,1785,14606,3571,6602,7545,20128,234346,86435,50767,50389,32551,99058,91440,9
non-failed,PE,no,no,1419,1150567,6515,4930,66487,24560,42250,61107,90693,132380,163254,199077,237610,239951,403757,141514,56
non-failed,PE,no,no,660,458391,1492,1280,29106,7179,6904,8926,12150,25192,36693,86829,185110,256671,403621,142287,1
non-failed,PE,no,no,1000,1083656,4716,4046,26169,14811,17822,25115,40920,155030,159443,305614,493723,468686,984006,307569,15
non-failed,PE,no,no,623,1601492,10233,4441,45411,31678,48955,82706,128606,196285,307816,374046,347391,285671,492839,181684,56
non-failed,PE,no,no,363,107721,392,401,2974,1903,2343,3132,4356,6002,10503,30376,41282,57170,128357,17556,1
non-failed,PE,no,no,300,109705,426,1512,11041,3336,4012,6108,9921,27560,15704,23474,31609,38553,101771,32455,0
non-failed,PE,no,no,195,259563,2225,2510,20063,6531,6651,8818,13340,30272,33422,48563,57539,67685,217195,44177,1
non-failed,PE,no,no,45,10293,36,474,704,329,439,843,1818,11253,2423,796,564,378,534,3001,0
non-failed,PE,no,no,1759,1033584,3100,5247,60956,19040,13628,13673,16453,22020,70251,344172,415690,737092,1770253,819932,114
non-failed,PE,no,no,1180,1521712,3766,3866,99383,24905,23579,31785,39164,56914,92314,188024,243229,314722,418913,317451,55
non-failed,PE,no,no,5886,2322414,11079,19291,213667,92079,85522,98913,103563,112356,139526,325787,627066,1122149,4687161,1811706,46
non-failed,PE,no,no,2402,3028225,8853,18053,197113,88368,114689,180450,255484,682499,628701,689115,693497,882878,2288658,1526460,836
non-failed,NA,no,no,843,1054752,4498,5119,56271,16712,19263,30983,55034,132934,106466,167919,234213,398476,1070054,413241,431
non-failed,PE,no,no,2212,4302429,13271,11872,362940,260904,308268,581605,1583412,3611080,2390361,2422412,1731374,1372821,1781653,716772,1209
non-failed,PE,no,no,1379,2825143,4724,4313,146104,55183,51389,78107,118702,280749,468642,758138,776160,905655,1806658,739091,966
non-failed,PE,no,no,873,1532799,7067,11781,162413,82675,99810,166191,311074,780411,823476,930798,742863,583329,677247,246751,218
non-failed,PE,no,no,254,508691,1143,1042,16309,7100,7645,11341,30399,183859,94510,41974,36172,76295,241444,268120,0
non-failed,PE,no,no,1217,1214364,2392,4601,97162,44326,36971,46874,72145,366661,266483,314009,262618,315565,663564,373896,104
non-failed,PE,no,no,2530,3613157,12385,14976,427002,172348,227949,317991,486132,1145193,1075956,1177230,951440,1005499,1803016,710614,1398
non-failed,PE,no,no,1529,2919853,4899,5691,114534,46048,44530,62931,98751,293039,336133,501828,504682,732512,1533071,573009,2082
non-failed,PE,no,no,1119,1104715,17038,33355,211736,126182,62611,64724,74219,222514,254804,342630,280816,411297,962696,487395,2049
non-failed,PE,no,no,877,2308568,18192,11557,200114,65799,83892,129325,195402,500818,437765,538428,540286,761725,1556664,331688,335
non-failed,PE,no,no,624,314478,773,5577,21866,8938,11655,18493,27463,113938,76984,101788,83236,64703,139134,40274,69
non-failed,PE,no,no,782,834177,2804,3593,78803,29070,46900,89308,208884,660335,314184,211762,126520,160029,511768,289425,46
non-failed,PE,no,no,907,650628,4411,3976,47029,27320,41230,107026,243352,458594,427197,336007,243916,202528,310050,68525,65
non-failed,PE,no,no,830,909858,7817,5747,102354,83884,113834,146128,179443,299928,218077,288815,303034,344295,688866,378222,111
non-failed,PE,no,no,742,1291967,2806,3588,98867,50939,67918,101075,152659,420283,314372,327813,274028,318776,574669,224786,44
non-failed,PE,no,no,149,301645,411,533,27330,5204,4428,6121,9003,13398,24075,50799,70576,116937,305039,74965,2
non-failed,PE,no,no,215,47026,3738,7363,6648,1814,1563,1453,1126,1463,1218,1704,3270,6904,14791,1720,1
non-failed,PE,no,no,35,38065,127,3216,2648,445,407,346,1370,73972,27910,18217,6273,4809,13778,6411,1
non-failed,PE,no,no,109,150027,521,735,10464,3583,4357,5337,7190,24980,21260,32807,34006,45559,151628,85176,255
non-failed,PE,no,no,2757,1433786,5755,3818,185820,52660,43714,54786,75104,250052,343395,597099,488650,687805,1252513,410100,883
non-failed,PE,no,no,924,1729418,2380,3945,56895,26341,59825,85757,136689,500815,234485,177257,224087,485353,2180903,1168059,15
non-failed,PE,no,no,1463,2098596,8693,13466,225546,34381,26800,48482,105559,389624,268016,373578,373615,533491,1190884,637356,1019
non-failed,PE,no,no,2218,2717699,5546,4644,89612,32074,34553,49544,86228,1053189,440298,524359,526488,679367,1453410,430420,426
non-failed,PE,no,no,4689,2841484,54989,69651,355444,119376,112086,170238,229546,347549,448600,902578,1229406,1960558,4382055,806228,30
non-failed,PE,no,no,1980,1492218,6529,8421,149355,69807,87100,120480,165285,559097,414080,622228,699704,728895,1504676,920949,482
non-failed,PE,no,no,1483,1578371,5092,6796,190503,60180,53249,75750,118106,337789,314696,380974,347549,457474,1007911,748882,64
non-failed,PE,no,no,455,461000,961,2315,27342,12948,13975,22406,32189,79098,67285,73394,95250,174165,429527,300623,55
non-failed,PE,no,no,2009,2541907,12737,40617,237667,70720,72721,90029,129824,517119,388017,463492,433677,515764,970443,562910,209
non-failed,PE,no,no,2932,5098867,17418,18526,565647,399094,625050,991752,1296015,1956846,2688203,2784246,2448640,1828331,1923542,444745,1117
non-failed,PE,no,no,1376,1086890,4424,4193,195271,48129,43811,43913,47785,108018,174922,314075,351631,576827,1425759,619567,806
non-failed,PE,no,no,1842,3590524,6462,8729,246478,87672,105734,167351,263907,971969,962009,1067493,793264,721317,1040780,490698,142
non-failed,PE,no,no,3645,5899535,22150,18998,346367,170192,254356,417187,622199,1212862,1268214,1493460,1402904,1350162,2041402,430389,1179
non-failed,PE,no,no,2272,1167903,6410,23215,118912,41920,51521,90883,177452,777734,612166,684087,450041,372329,601795,241795,236
non-failed,PE,no,no,488,716949,1501,1592,15317,5995,11167,27369,59629,337622,143301,62996,51534,90113,270260,226258,0
non-failed,PE,no,no,1476,2847021,3259,3451,184083,67648,66259,95992,130477,257375,417693,751991,836523,1076721,2409409,1371824,256
non-failed,PE,no,no,187,85192,2079,1583,15577,4711,5547,7253,7662,13476,15182,24178,22078,32698,72666,40389,0
non-failed,PE,no,no,537,2387177,16068,6264,237833,88153,82074,148860,234982,359231,593268,524329,404463,346368,377752,118893,375
non-failed,PE,no,no,1319,618264,2835,3905,73622,45037,52741,77702,122179,429920,294582,306615,270817,309491,633657,360924,162
non-failed,PE,no,no,416,227687,1262,1387,5426,2979,4669,6053,8354,105425,60292,50811,45512,66100,246477,125953,153
non-failed,PE,no,no,302,321488,4441,28184,29872,6626,7267,8984,11684,22157,46694,92131,82782,100943,275948,145944,55
non-failed,PE,no,no,2379,2088999,4525,3435,106411,40573,46912,76457,117429,323434,367539,592359,561185,557108,1143374,510424,1057
non-failed,PE,no,no,1428,1500846,2546,3331,97204,34120,26883,43122,56442,91177,153986,253601,296439,414532,823247,350211,806
non-failed,PE,no,no,1791,1605827,4097,3687,82726,26091,33895,58444,138952,646835,358075,324373,322003,364347,728803,284399,347
non-failed,PE,no,no,1271,1933466,3605,3594,88272,29738,34713,44683,64851,228452,482429,772353,797867,513570,617443,142508,2127
non-failed,PE,no,no,267,272903,1117,9988,33073,16344,17997,21570,30370,486909,151141,98836,58393,50361,119169,63383,30
non-failed,PE,no,no,1720,2049977,5387,5356,115611,51983,60994,114395,267686,1475492,871969,970415,725912,669345,1280613,562064,694
non-failed,PE,no,no,675,653481,5603,3693,47519,23857,28942,43705,62482,298084,276348,340796,271837,332876,594369,206828,79
